dataset,oversampling,classifier,alpha_mode,alpha_value,mmd_stage,best_k,n_candidates,candidate_multiplier_used,multiplier_capped,n_syn_target,n_synthetic,minority_ratio,target_gap,mmd_before,mmd_after,gmm_time,ctgan_train_time,generation_time,stage1_time,stage2_time,filter_time,train_time,AUC,PR_AUC,F1,Precision,Recall,G_mean,Balanced_Acc
yeast_me2,Q-G-CTGAN_a0.1_MMDon,LGBM,fixed,0.1,True,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.083211,0.107,4.98,0.035,0.019,0.109,0.13,0.06,0.8933,0.3205,0.6653,0.7374,0.6287,0.514,0.6287
yeast_me2,Q-G-CTGAN_a0.1_MMDon,MLP,fixed,0.1,True,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.083211,0.107,4.98,0.035,0.019,0.109,0.13,0.9,0.8823,0.141,0.5694,0.5608,0.7591,0.7534,0.7591
yeast_me2,Q-G-CTGAN_a0.1_MMDoff,RF,fixed,0.1,False,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.147545,0.107,4.98,0.035,0.009,0.0,0.01,0.23,0.9169,0.307,0.5503,0.7342,0.5322,0.2579,0.5322
yeast_me2,Q-G-CTGAN_a0.1_MMDoff,LGBM,fixed,0.1,False,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.147545,0.107,4.98,0.035,0.009,0.0,0.01,0.06,0.8928,0.3036,0.6342,0.7364,0.5965,0.4457,0.5965
yeast_me2,Q-G-CTGAN_a0.1_MMDoff,MLP,fixed,0.1,False,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.147545,0.107,4.98,0.035,0.009,0.0,0.01,1.25,0.8461,0.1409,0.5945,0.5727,0.7455,0.7311,0.7455
yeast_me2,Q-G-CTGAN_a0.2_MMDon,RF,fixed,0.2,True,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.09154,0.107,4.98,0.035,0.008,0.049,0.06,0.22,0.9217,0.2973,0.5503,0.7342,0.5322,0.2579,0.5322
yeast_me2,Q-G-CTGAN_a0.2_MMDon,LGBM,fixed,0.2,True,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.09154,0.107,4.98,0.035,0.008,0.049,0.06,0.07,0.894,0.3144,0.5967,0.7353,0.5643,0.3643,0.5643
yeast_me2,Q-G-CTGAN_a0.2_MMDon,MLP,fixed,0.2,True,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.09154,0.107,4.98,0.035,0.008,0.049,0.06,0.78,0.8609,0.1375,0.5851,0.5672,0.7408,0.7273,0.7408
yeast_me2,Q-G-CTGAN_a0.2_MMDoff,RF,fixed,0.2,False,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.142087,0.107,4.98,0.035,0.008,0.0,0.01,0.22,0.9194,0.2658,0.4909,0.4831,0.4988,0.0,0.4988
yeast_me2,Q-G-CTGAN_a0.2_MMDoff,LGBM,fixed,0.2,False,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.142087,0.107,4.98,0.035,0.008,0.0,0.01,0.06,0.8911,0.2912,0.5967,0.7353,0.5643,0.3643,0.5643
yeast_me2,Q-G-CTGAN_a0.2_MMDoff,MLP,fixed,0.2,False,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.142087,0.107,4.98,0.035,0.008,0.0,0.01,0.89,0.8582,0.1531,0.5723,0.5603,0.7339,0.7216,0.7339
yeast_me2,Q-G-CTGAN_a0.3_MMDon,RF,fixed,0.3,True,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.105175,0.107,4.98,0.035,0.009,0.043,0.05,0.23,0.9172,0.3245,0.5503,0.7342,0.5322,0.2579,0.5322
yeast_me2,Q-G-CTGAN_a0.3_MMDon,LGBM,fixed,0.3,True,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.105175,0.107,4.98,0.035,0.009,0.043,0.05,0.06,0.891,0.3115,0.5967,0.7353,0.5643,0.3643,0.5643
yeast_me2,Q-G-CTGAN_a0.3_MMDon,MLP,fixed,0.3,True,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.105175,0.107,4.98,0.035,0.009,0.043,0.05,1.38,0.8758,0.1556,0.5764,0.5625,0.7362,0.7235,0.7362
yeast_me2,Q-G-CTGAN_a0.3_MMDoff,RF,fixed,0.3,False,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.112988,0.107,4.98,0.035,0.009,0.0,0.01,0.23,0.9236,0.3251,0.5545,0.9843,0.5333,0.2582,0.5333
yeast_me2,Q-G-CTGAN_a0.3_MMDoff,LGBM,fixed,0.3,False,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.112988,0.107,4.98,0.035,0.009,0.0,0.01,0.06,0.8933,0.305,0.5967,0.7353,0.5643,0.3643,0.5643
yeast_me2,Q-G-CTGAN_a0.3_MMDoff,MLP,fixed,0.3,False,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.112988,0.107,4.98,0.035,0.009,0.0,0.01,0.56,0.875,0.1464,0.5881,0.5704,0.7695,0.7626,0.7695
yeast_me2,Q-G-CTGAN_adaptive_MMDon,RF,adaptive,adaptive,True,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.095812,0.107,4.98,0.035,0.009,0.043,0.05,0.22,0.9216,0.2923,0.5503,0.7342,0.5322,0.2579,0.5322
yeast_me2,Q-G-CTGAN_adaptive_MMDon,LGBM,adaptive,adaptive,True,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.095812,0.107,4.98,0.035,0.009,0.043,0.05,0.06,0.895,0.3043,0.5967,0.7353,0.5643,0.3643,0.5643
yeast_me2,Q-G-CTGAN_adaptive_MMDon,MLP,adaptive,adaptive,True,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.095812,0.107,4.98,0.035,0.009,0.043,0.05,0.93,0.875,0.1431,0.5663,0.5573,0.7304,0.7187,0.7304
yeast_me2,Q-G-CTGAN_adaptive_MMDoff,RF,adaptive,adaptive,False,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.112633,0.107,4.98,0.035,0.008,0.0,0.01,0.22,0.9279,0.333,0.5545,0.9843,0.5333,0.2582,0.5333
yeast_me2,Q-G-CTGAN_adaptive_MMDoff,LGBM,adaptive,adaptive,False,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.112633,0.107,4.98,0.035,0.008,0.0,0.01,0.06,0.897,0.3032,0.5967,0.7353,0.5643,0.3643,0.5643
yeast_me2,Q-G-CTGAN_adaptive_MMDoff,MLP,adaptive,adaptive,False,3,1409,40.25,False,966,966,0.5,0.0,0.10775,0.112633,0.107,4.98,0.035,0.008,0.0,0.01,0.54,0.8741,0.1453,0.5785,0.5636,0.7374,0.7244,0.7374
mammography,Q-G-CTGAN_a0.1_MMDon,RF,fixed,0.1,True,9,9100,50.0,True,7464,7464,0.5,0.0,0.007835,0.010505,0.291,22.681,0.873,0.069,1.231,1.3,0.35,0.954,0.7187,0.8047,0.763,0.864,0.8556,0.864
mammography,Q-G-CTGAN_a0.1_MMDon,LGBM,fixed,0.1,True,9,9100,50.0,True,7464,7464,0.5,0.0,0.007835,0.010505,0.291,22.681,0.873,0.069,1.231,1.3,0.1,0.9541,0.7225,0.8133,0.7823,0.8526,0.8419,0.8526
mammography,Q-G-CTGAN_a0.1_MMDon,MLP,fixed,0.1,True,9,9100,50.0,True,7464,7464,0.5,0.0,0.007835,0.010505,0.291,22.681,0.873,0.069,1.231,1.3,9.58,0.962,0.7404,0.7756,0.714,0.8974,0.8941,0.8974
mammography,Q-G-CTGAN_a0.1_MMDoff,RF,fixed,0.1,False,9,9100,50.0,True,7464,7464,0.5,0.0,0.007835,0.007061,0.291,22.681,0.873,0.04,0.001,0.04,0.37,0.9541,0.7194,0.8118,0.7731,0.8646,0.8561,0.8646
mammography,Q-G-CTGAN_a0.1_MMDoff,LGBM,fixed,0.1,False,9,9100,50.0,True,7464,7464,0.5,0.0,0.007835,0.007061,0.291,22.681,0.873,0.04,0.001,0.04,0.08,0.9462,0.7359,0.8192,0.7841,0.8652,0.8566,0.8652
mammography,Q-G-CTGAN_a0.1_MMDoff,MLP,fixed,0.1,False,9,9100,50.0,True,7464,7464,0.5,0.0,0.007835,0.007061,0.291,22.681,0.873,0.04,0.001,0.04,8.8,0.9633,0.7477,0.7871,0.7306,0.8866,0.8818,0.8866
mammography,Q-G-CTGAN_a0.2_MMDon,RF,fixed,0.2,True,9,9100,50.0,True,7464,7280,0.4939,0.0061,0.007835,0.005665,0.291,22.681,0.873,0.043,0.0,0.04,0.38,0.9556,0.7332,0.8138,0.7728,0.8709,0.8633,0.8709
mammography,Q-G-CTGAN_a0.2_MMDon,LGBM,fixed,0.2,True,9,9100,50.0,True,7464,7280,0.4939,0.0061,0.007835,0.005665,0.291,22.681,0.873,0.043,0.0,0.04,0.08,0.9511,0.749,0.8191,0.7876,0.8591,0.8495,0.8591
mammography,Q-G-CTGAN_a0.2_MMDon,MLP,fixed,0.2,True,9,9100,50.0,True,7464,7280,0.4939,0.0061,0.007835,0.005665,0.291,22.681,0.873,0.043,0.0,0.04,11.19,0.9642,0.7775,0.8015,0.744,0.9002,0.8967,0.9002
mammography,Q-G-CTGAN_a0.2_MMDoff,RF,fixed,0.2,False,9,9100,50.0,True,7464,7280,0.4939,0.0061,0.007835,0.005665,0.291,22.681,0.873,0.041,0.0,0.04,0.36,0.9556,0.7332,0.8138,0.7728,0.8709,0.8633,0.8709
mammography,Q-G-CTGAN_a0.2_MMDoff,LGBM,fixed,0.2,False,9,9100,50.0,True,7464,7280,0.4939,0.0061,0.007835,0.005665,0.291,22.681,0.873,0.041,0.0,0.04,0.08,0.9511,0.749,0.8191,0.7876,0.8591,0.8495,0.8591
mammography,Q-G-CTGAN_a0.2_MMDoff,MLP,fixed,0.2,False,9,9100,50.0,True,7464,7280,0.4939,0.0061,0.007835,0.005665,0.291,22.681,0.873,0.041,0.0,0.04,11.03,0.9642,0.7775,0.8015,0.744,0.9002,0.8967,0.9002
mammography,Q-G-CTGAN_a0.3_MMDon,RF,fixed,0.3,True,9,9100,50.0,True,7464,6370,0.4615,0.0385,0.007835,0.004557,0.291,22.681,0.873,0.046,0.0,0.05,0.35,0.9562,0.735,0.8136,0.7758,0.8648,0.8562,0.8648
mammography,Q-G-CTGAN_a0.3_MMDon,LGBM,fixed,0.3,True,9,9100,50.0,True,7464,6370,0.4615,0.0385,0.007835,0.004557,0.291,22.681,0.873,0.046,0.0,0.05,0.08,0.9516,0.7525,0.8325,0.7935,0.8846,0.8787,0.8846
mammography,Q-G-CTGAN_a0.3_MMDon,MLP,fixed,0.3,True,9,9100,50.0,True,7464,6370,0.4615,0.0385,0.007835,0.004557,0.291,22.681,0.873,0.046,0.0,0.05,10.98,0.9598,0.7273,0.7942,0.7512,0.857,0.8476,0.857
mammography,Q-G-CTGAN_a0.3_MMDoff,RF,fixed,0.3,False,9,9100,50.0,True,7464,6370,0.4615,0.0385,0.007835,0.004557,0.291,22.681,0.873,0.043,0.0,0.04,0.34,0.9562,0.735,0.8136,0.7758,0.8648,0.8562,0.8648
mammography,Q-G-CTGAN_a0.3_MMDoff,LGBM,fixed,0.3,False,9,9100,50.0,True,7464,6370,0.4615,0.0385,0.007835,0.004557,0.291,22.681,0.873,0.043,0.0,0.04,0.07,0.9516,0.7525,0.8325,0.7935,0.8846,0.8787,0.8846
mammography,Q-G-CTGAN_a0.3_MMDoff,MLP,fixed,0.3,False,9,9100,50.0,True,7464,6370,0.4615,0.0385,0.007835,0.004557,0.291,22.681,0.873,0.043,0.0,0.04,10.77,0.9598,0.7273,0.7942,0.7512,0.857,0.8476,0.857
mammography,Q-G-CTGAN_adaptive_MMDon,RF,adaptive,adaptive,True,9,9100,50.0,True,7464,6956,0.4828,0.0172,0.007835,0.005653,0.291,22.681,0.873,0.043,0.0,0.04,0.37,0.9565,0.7357,0.8138,0.7728,0.8709,0.8633,0.8709
mammography,Q-G-CTGAN_adaptive_MMDon,LGBM,adaptive,adaptive,True,9,9100,50.0,True,7464,6956,0.4828,0.0172,0.007835,0.005653,0.291,22.681,0.873,0.043,0.0,0.04,0.09,0.9504,0.7555,0.8308,0.7981,0.8723,0.8645,0.8723
mammography,Q-G-CTGAN_adaptive_MMDon,MLP,adaptive,adaptive,True,9,9100,50.0,True,7464,6956,0.4828,0.0172,0.007835,0.005653,0.291,22.681,0.873,0.043,0.0,0.04,7.29,0.9627,0.7628,0.8,0.7421,0.9,0.8965,0.9
mammography,Q-G-CTGAN_adaptive_MMDoff,RF,adaptive,adaptive,False,9,9100,50.0,True,7464,6956,0.4828,0.0172,0.007835,0.005653,0.291,22.681,0.873,0.042,0.0,0.04,0.35,0.9565,0.7357,0.8138,0.7728,0.8709,0.8633,0.8709
mammography,Q-G-CTGAN_adaptive_MMDoff,LGBM,adaptive,adaptive,False,9,9100,50.0,True,7464,6956,0.4828,0.0172,0.007835,0.005653,0.291,22.681,0.873,0.042,0.0,0.04,0.08,0.9504,0.7555,0.8308,0.7981,0.8723,0.8645,0.8723
mammography,Q-G-CTGAN_adaptive_MMDoff,MLP,adaptive,adaptive,False,9,9100,50.0,True,7464,6956,0.4828,0.0172,0.007835,0.005653,0.291,22.681,0.873,0.042,0.0,0.04,7.32,0.9627,0.7628,0.8,0.7421,0.9,0.8965,0.9
abalone_19,Q-G-CTGAN_a0.1_MMDon,RF,fixed,0.1,True,5,1100,50.0,True,2879,990,0.2586,0.2414,0.010028,0.009392,0.084,14.502,0.982,0.009,0.0,0.01,0.25,0.7578,0.0347,0.498,0.496,0.5,0.0,0.5
abalone_19,Q-G-CTGAN_a0.1_MMDon,LGBM,fixed,0.1,True,5,1100,50.0,True,2879,990,0.2586,0.2414,0.010028,0.009392,0.084,14.502,0.982,0.009,0.0,0.01,0.07,0.7455,0.042,0.498,0.496,0.5,0.0,0.5
abalone_19,Q-G-CTGAN_a0.1_MMDon,MLP,fixed,0.1,True,5,1100,50.0,True,2879,990,0.2586,0.2414,0.010028,0.009392,0.084,14.502,0.982,0.009,0.0,0.01,3.51,0.7544,0.0236,0.5025,0.5053,0.5283,0.3093,0.5283
abalone_19,Q-G-CTGAN_a0.1_MMDoff,RF,fixed,0.1,False,5,1100,50.0,True,2879,990,0.2586,0.2414,0.010028,0.009392,0.084,14.502,0.982,0.008,0.0,0.01,0.24,0.7578,0.0347,0.498,0.496,0.5,0.0,0.5
abalone_19,Q-G-CTGAN_a0.1_MMDoff,LGBM,fixed,0.1,False,5,1100,50.0,True,2879,990,0.2586,0.2414,0.010028,0.009392,0.084,14.502,0.982,0.008,0.0,0.01,0.07,0.7455,0.042,0.498,0.496,0.5,0.0,0.5
abalone_19,Q-G-CTGAN_a0.1_MMDoff,MLP,fixed,0.1,False,5,1100,50.0,True,2879,990,0.2586,0.2414,0.010028,0.009392,0.084,14.502,0.982,0.008,0.0,0.01,3.49,0.7544,0.0236,0.5025,0.5053,0.5283,0.3093,0.5283
abalone_19,Q-G-CTGAN_a0.2_MMDon,RF,fixed,0.2,True,5,1100,50.0,True,2879,880,0.2372,0.2628,0.010028,0.009397,0.084,14.502,0.982,0.008,0.0,0.01,0.25,0.7767,0.0322,0.498,0.496,0.5,0.0,0.5
abalone_19,Q-G-CTGAN_a0.2_MMDon,LGBM,fixed,0.2,True,5,1100,50.0,True,2879,880,0.2372,0.2628,0.010028,0.009397,0.084,14.502,0.982,0.008,0.0,0.01,0.06,0.7043,0.0327,0.498,0.496,0.5,0.0,0.5
abalone_19,Q-G-CTGAN_a0.2_MMDon,MLP,fixed,0.2,True,5,1100,50.0,True,2879,880,0.2372,0.2628,0.010028,0.009397,0.084,14.502,0.982,0.008,0.0,0.01,2.61,0.7687,0.0259,0.4929,0.4959,0.49,0.0,0.49
abalone_19,Q-G-CTGAN_a0.2_MMDoff,RF,fixed,0.2,False,5,1100,50.0,True,2879,880,0.2372,0.2628,0.010028,0.009397,0.084,14.502,0.982,0.006,0.0,0.01,0.24,0.7767,0.0322,0.498,0.496,0.5,0.0,0.5
abalone_19,Q-G-CTGAN_a0.2_MMDoff,LGBM,fixed,0.2,False,5,1100,50.0,True,2879,880,0.2372,0.2628,0.010028,0.009397,0.084,14.502,0.982,0.006,0.0,0.01,0.06,0.7043,0.0327,0.498,0.496,0.5,0.0,0.5
abalone_19,Q-G-CTGAN_a0.2_MMDoff,MLP,fixed,0.2,False,5,1100,50.0,True,2879,880,0.2372,0.2628,0.010028,0.009397,0.084,14.502,0.982,0.006,0.0,0.01,2.58,0.7687,0.0259,0.4929,0.4959,0.49,0.0,0.49
abalone_19,Q-G-CTGAN_a0.3_MMDon,RF,fixed,0.3,True,5,1100,50.0,True,2879,770,0.2145,0.2855,0.010028,0.008936,0.084,14.502,0.982,0.007,0.0,0.01,0.25,0.7805,0.0247,0.498,0.496,0.5,0.0,0.5
abalone_19,Q-G-CTGAN_a0.3_MMDon,LGBM,fixed,0.3,True,5,1100,50.0,True,2879,770,0.2145,0.2855,0.010028,0.008936,0.084,14.502,0.982,0.007,0.0,0.01,0.07,0.6743,0.0324,0.4978,0.496,0.4996,0.0,0.4996
abalone_19,Q-G-CTGAN_a0.3_MMDon,MLP,fixed,0.3,True,5,1100,50.0,True,2879,770,0.2145,0.2855,0.010028,0.008936,0.084,14.502,0.982,0.007,0.0,0.01,2.34,0.7162,0.0203,0.4942,0.496,0.4924,0.0,0.4924
abalone_19,Q-G-CTGAN_a0.3_MMDoff,RF,fixed,0.3,False,5,1100,50.0,True,2879,770,0.2145,0.2855,0.010028,0.008936,0.084,14.502,0.982,0.008,0.0,0.01,0.24,0.7805,0.0247,0.498,0.496,0.5,0.0,0.5
abalone_19,Q-G-CTGAN_a0.3_MMDoff,LGBM,fixed,0.3,False,5,1100,50.0,True,2879,770,0.2145,0.2855,0.010028,0.008936,0.084,14.502,0.982,0.008,0.0,0.01,0.07,0.6743,0.0324,0.4978,0.496,0.4996,0.0,0.4996
abalone_19,Q-G-CTGAN_a0.3_MMDoff,MLP,fixed,0.3,False,5,1100,50.0,True,2879,770,0.2145,0.2855,0.010028,0.008936,0.084,14.502,0.982,0.008,0.0,0.01,2.35,0.7162,0.0203,0.4942,0.496,0.4924,0.0,0.4924
abalone_19,Q-G-CTGAN_adaptive_MMDon,RF,adaptive,adaptive,True,5,1100,50.0,True,2879,836,0.2283,0.2717,0.010028,0.008995,0.084,14.502,0.982,0.007,0.0,0.01,0.25,0.78,0.0257,0.498,0.496,0.5,0.0,0.5
abalone_19,Q-G-CTGAN_adaptive_MMDon,LGBM,adaptive,adaptive,True,5,1100,50.0,True,2879,836,0.2283,0.2717,0.010028,0.008995,0.084,14.502,0.982,0.007,0.0,0.01,0.07,0.6982,0.0532,0.498,0.496,0.5,0.0,0.5
abalone_19,Q-G-CTGAN_adaptive_MMDon,MLP,adaptive,adaptive,True,5,1100,50.0,True,2879,836,0.2283,0.2717,0.010028,0.008995,0.084,14.502,0.982,0.007,0.0,0.01,1.88,0.766,0.027,0.5264,0.5202,0.542,0.3137,0.542
abalone_19,Q-G-CTGAN_adaptive_MMDoff,RF,adaptive,adaptive,False,5,1100,50.0,True,2879,836,0.2283,0.2717,0.010028,0.008995,0.084,14.502,0.982,0.008,0.0,0.01,0.24,0.78,0.0257,0.498,0.496,0.5,0.0,0.5
abalone_19,Q-G-CTGAN_adaptive_MMDoff,LGBM,adaptive,adaptive,False,5,1100,50.0,True,2879,836,0.2283,0.2717,0.010028,0.008995,0.084,14.502,0.982,0.008,0.0,0.01,0.07,0.6982,0.0532,0.498,0.496,0.5,0.0,0.5
abalone_19,Q-G-CTGAN_adaptive_MMDoff,MLP,adaptive,adaptive,False,5,1100,50.0,True,2879,836,0.2283,0.2717,0.010028,0.008995,0.084,14.502,0.982,0.008,0.0,0.01,1.94,0.766,0.027,0.5264,0.5202,0.542,0.3137,0.542
wine_quality,Q-G-CTGAN_a0.1_MMDon,RF,fixed,0.1,True,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.129974,0.207,7.72,0.087,0.166,0.456,0.62,0.28,0.8678,0.2397,0.5914,0.6246,0.5737,0.4012,0.5737
wine_quality,Q-G-CTGAN_a0.1_MMDon,LGBM,fixed,0.1,True,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.129974,0.207,7.72,0.087,0.166,0.456,0.62,0.08,0.8748,0.2469,0.6017,0.6359,0.5828,0.4229,0.5828
wine_quality,Q-G-CTGAN_a0.1_MMDon,MLP,fixed,0.1,True,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.129974,0.207,7.72,0.087,0.166,0.456,0.62,4.82,0.8496,0.3885,0.7425,0.7405,0.7447,0.7064,0.7447
wine_quality,Q-G-CTGAN_a0.1_MMDoff,RF,fixed,0.1,False,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.146058,0.207,7.72,0.087,0.103,0.0,0.1,0.31,0.8615,0.2676,0.6128,0.6767,0.5853,0.424,0.5853
wine_quality,Q-G-CTGAN_a0.1_MMDoff,LGBM,fixed,0.1,False,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.146058,0.207,7.72,0.087,0.103,0.0,0.1,0.08,0.8787,0.2658,0.6184,0.6681,0.5933,0.4442,0.5933
wine_quality,Q-G-CTGAN_a0.1_MMDoff,MLP,fixed,0.1,False,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.146058,0.207,7.72,0.087,0.103,0.0,0.1,4.98,0.8361,0.4031,0.7123,0.7087,0.716,0.6665,0.716
wine_quality,Q-G-CTGAN_a0.2_MMDon,RF,fixed,0.2,True,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.146172,0.207,7.72,0.087,0.097,0.355,0.45,0.28,0.8775,0.2593,0.582,0.617,0.565,0.3784,0.565
wine_quality,Q-G-CTGAN_a0.2_MMDon,LGBM,fixed,0.2,True,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.146172,0.207,7.72,0.087,0.097,0.355,0.45,0.07,0.8859,0.2609,0.5914,0.6246,0.5737,0.4012,0.5737
wine_quality,Q-G-CTGAN_a0.2_MMDon,MLP,fixed,0.2,True,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.146172,0.207,7.72,0.087,0.097,0.355,0.45,5.88,0.8262,0.3433,0.7185,0.7291,0.709,0.6545,0.709
wine_quality,Q-G-CTGAN_a0.2_MMDoff,RF,fixed,0.2,False,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.160415,0.207,7.72,0.087,0.099,0.0,0.1,0.28,0.8724,0.2731,0.5971,0.6448,0.5751,0.4018,0.5751
wine_quality,Q-G-CTGAN_a0.2_MMDoff,LGBM,fixed,0.2,False,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.160415,0.207,7.72,0.087,0.099,0.0,0.1,0.07,0.886,0.2922,0.6236,0.6885,0.5943,0.4447,0.5943
wine_quality,Q-G-CTGAN_a0.2_MMDoff,MLP,fixed,0.2,False,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.160415,0.207,7.72,0.087,0.099,0.0,0.1,5.22,0.8192,0.3439,0.7078,0.7275,0.6915,0.6271,0.6915
wine_quality,Q-G-CTGAN_a0.3_MMDon,RF,fixed,0.3,True,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.168416,0.207,7.72,0.087,0.096,0.296,0.39,0.27,0.8778,0.2708,0.5833,0.6216,0.5653,0.3785,0.5653
wine_quality,Q-G-CTGAN_a0.3_MMDon,LGBM,fixed,0.3,True,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.168416,0.207,7.72,0.087,0.096,0.296,0.39,0.08,0.8808,0.2731,0.6095,0.663,0.5845,0.4237,0.5845
wine_quality,Q-G-CTGAN_a0.3_MMDon,MLP,fixed,0.3,True,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.168416,0.207,7.72,0.087,0.096,0.296,0.39,6.04,0.7819,0.373,0.6791,0.7121,0.6559,0.5676,0.6559
wine_quality,Q-G-CTGAN_a0.3_MMDoff,RF,fixed,0.3,False,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.171201,0.207,7.72,0.087,0.096,0.0,0.1,0.32,0.8837,0.2804,0.5941,0.634,0.5744,0.4015,0.5744
wine_quality,Q-G-CTGAN_a0.3_MMDoff,LGBM,fixed,0.3,False,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.171201,0.207,7.72,0.087,0.096,0.0,0.1,0.07,0.8862,0.2718,0.6219,0.6812,0.594,0.4445,0.594
wine_quality,Q-G-CTGAN_a0.3_MMDoff,MLP,fixed,0.3,False,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.171201,0.207,7.72,0.087,0.096,0.0,0.1,5.16,0.8252,0.3278,0.677,0.7066,0.6555,0.5674,0.6555
wine_quality,Q-G-CTGAN_adaptive_MMDon,RF,adaptive,adaptive,True,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.142345,0.207,7.72,0.087,0.097,0.41,0.51,0.27,0.8706,0.2433,0.5914,0.6246,0.5737,0.4012,0.5737
wine_quality,Q-G-CTGAN_adaptive_MMDon,LGBM,adaptive,adaptive,True,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.142345,0.207,7.72,0.087,0.097,0.41,0.51,0.08,0.8849,0.2441,0.615,0.6566,0.5926,0.4439,0.5926
wine_quality,Q-G-CTGAN_adaptive_MMDon,MLP,adaptive,adaptive,True,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.142345,0.207,7.72,0.087,0.097,0.41,0.51,5.16,0.8219,0.3636,0.7233,0.7391,0.7097,0.655,0.7097
wine_quality,Q-G-CTGAN_adaptive_MMDoff,RF,adaptive,adaptive,False,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.158669,0.207,7.72,0.087,0.097,0.0,0.1,0.27,0.8665,0.2626,0.586,0.6319,0.566,0.3788,0.566
wine_quality,Q-G-CTGAN_adaptive_MMDoff,LGBM,adaptive,adaptive,False,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.158669,0.207,7.72,0.087,0.097,0.0,0.1,0.06,0.8775,0.2551,0.6387,0.6885,0.6115,0.4829,0.6115
wine_quality,Q-G-CTGAN_adaptive_MMDoff,MLP,adaptive,adaptive,False,2,4758,37.17,False,3172,3172,0.5,0.0,0.151807,0.158669,0.207,7.72,0.087,0.097,0.0,0.1,5.14,0.8221,0.3374,0.7359,0.7554,0.7195,0.6689,0.7195
ecoli,Q-G-CTGAN_a0.1_MMDon,RF,fixed,0.1,True,3,269,11.69,False,187,187,0.5,0.0,0.051748,0.020272,0.134,5.769,0.027,0.002,0.017,0.02,0.25,0.9828,0.9022,0.8671,0.8835,0.8525,0.8433,0.8525
ecoli,Q-G-CTGAN_a0.1_MMDon,LGBM,fixed,0.1,True,3,269,11.69,False,187,187,0.5,0.0,0.051748,0.020272,0.134,5.769,0.027,0.002,0.017,0.02,0.04,0.9747,0.8524,0.889,0.9281,0.8581,0.8481,0.8581
ecoli,Q-G-CTGAN_a0.1_MMDon,MLP,fixed,0.1,True,3,269,11.69,False,187,187,0.5,0.0,0.051748,0.020272,0.134,5.769,0.027,0.002,0.017,0.02,0.61,0.9273,0.6153,0.8043,0.7571,0.9045,0.9045,0.9045
ecoli,Q-G-CTGAN_a0.1_MMDoff,RF,fixed,0.1,False,3,269,11.69,False,187,187,0.5,0.0,0.051748,0.03207,0.134,5.769,0.027,0.002,0.0,0.0,0.18,0.9788,0.8885,0.8548,0.916,0.8126,0.7933,0.8126
ecoli,Q-G-CTGAN_a0.1_MMDoff,LGBM,fixed,0.1,False,3,269,11.69,False,187,187,0.5,0.0,0.051748,0.03207,0.134,5.769,0.027,0.002,0.0,0.0,0.03,0.9798,0.8993,0.889,0.9281,0.8581,0.8481,0.8581
